"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"105035",105035,0,0.071430898,39,0,2146,NA,5,0,1,0,NA
"96254",96254,0,0.816568683,44,0,0.345163709,4000,4,0,0,0,6
"114120",114120,0,0.154970385,33,0,0.190461908,3333,4,0,0,0,0
"70210",70210,0,0.002862215,70,0,0.179280111,4333,9,0,1,0,0
"132045",132045,0,0,40,0,1.189620758,500,4,0,0,0,2
"113950",113950,0,0.151036159,66,0,4126,NA,7,0,2,0,0
"103770",103770,0,0.263473054,24,0,0.043304464,1500,3,0,0,0,0
"36105",36105,0,0.321632116,62,1,0.317043741,3314,5,0,1,0,1
"14460",14460,0,0.128657137,67,0,0.356137797,6182,7,0,1,0,1
"138919",138919,0,0.031301206,34,0,0.28030176,5964,8,0,1,0,1
"47904",47904,0,0.383820998,59,0,0.612692893,4600,9,0,1,0,0
"24187",24187,0,0.058635031,56,0,1712,0,6,0,1,0,1
"497",497,0,0.138793584,43,0,0.384074741,11666,9,0,5,0,0
"60282",60282,0,0,46,0,0.206652906,12595,7,0,1,0,4
"76688",76688,0,0.9999999,27,0,261,NA,1,3,0,0,0
"7151",7151,0,0.758887305,34,3,0.238595176,8000,20,0,0,1,0
"57875",57875,0,0.087975551,40,1,2936,NA,8,0,3,0,1
"125838",125838,0,0.006744573,55,0,0.324319177,5250,8,0,2,0,1
"84837",84837,0,0.069411799,66,0,1081,0,9,0,1,0,0
"130406",130406,1,0.470430261,59,0,0.109160724,14583,9,0,0,0,3
"118659",118659,0,0,37,0,0.37194049,6250,6,0,1,0,2
"60661",60661,0,0,41,0,2857,NA,4,0,1,0,0
"16485",16485,0,0.1878068,30,0,0.412672536,9200,9,0,2,0,2
"2597",2597,1,0.958552117,48,0,584,NA,4,2,0,1,0
"8228",8228,0,0.14645656,59,0,0.319924773,9570,16,0,2,0,0
"142422",142422,0,0.916805324,50,0,0.398816234,3547,8,0,1,0,2
"62448",62448,0,0.430466758,44,0,0.385176956,6300,7,0,1,0,2
"46138",46138,0,0.11879568,46,0,0.351960893,9000,8,0,1,0,1
"7832",7832,0,0.330610523,61,0,4439,NA,19,0,2,0,1
"39910",39910,0,0.279134882,55,0,0.02929707,10000,8,0,0,0,0
"45902",45902,0,0,49,0,1.377950311,3219,10,0,2,0,2
"121635",121635,0,0.05810561,60,0,0.243589744,3899,9,0,1,0,0
"3714",3714,0,0.021080132,61,0,1.209916034,2500,11,0,2,0,1
"33468",33468,0,0.080567592,78,0,0.168212381,8625,5,0,1,0,0
"96404",96404,0,0.013132458,55,0,0.003568879,1400,3,0,0,0,0
"97931",97931,0,0,65,0,0.494103774,2543,3,0,1,0,0
"41631",41631,0,0.028526985,58,0,0.249220417,12185,11,0,2,0,1
"226",226,0,0.080288098,37,0,0.322446259,6000,7,0,1,0,0
"98084",98084,0,0.915462231,31,0,0.447888028,4000,14,0,1,0,0
"36253",36253,0,0.06858202,43,0,0.293064267,11000,10,0,2,0,2
"82916",82916,0,0,69,0,0.447480155,5416,8,0,2,0,0
"133492",133492,0,0.044330435,48,1,0.104272266,4142,8,0,0,0,0
"61154",61154,0,0.016742391,66,0,0.120870982,6750,7,0,1,0,0
"78164",78164,0,0.000811931,60,0,904,NA,4,0,1,0,NA
"50321",50321,0,0.027521977,62,0,0.049625954,13500,6,0,1,0,1
"140257",140257,0,0,46,0,1.027386839,2628,14,0,2,0,0
"33547",33547,0,0.9999999,79,0,0,4583,1,0,0,0,0
"19999",19999,0,0.494396067,42,1,0.283905365,3000,9,0,0,0,2
"42305",42305,0,0.010553208,65,0,0.549725137,2000,19,0,1,0,0
"61079",61079,0,0.461473569,57,0,0.6172,7499,10,0,3,0,0
"126709",126709,0,0.04147926,84,0,0.024991669,3000,9,0,0,0,0
"105537",105537,0,0.247029064,55,0,1539,NA,7,0,1,0,0
"12674",12674,0,0.195742783,61,0,0.64745085,3000,10,0,1,0,0
"129212",129212,0,0.063154823,34,0,0.076392361,10000,9,0,1,0,0
"89401",89401,0,0.9999999,23,0,0,NA,0,0,0,0,NA
"81154",81154,0,0.008253289,43,0,0.47868274,3400,8,0,1,0,0
"59721",59721,0,0.162569064,50,0,0.752527684,2076,10,0,1,0,0
"136246",136246,0,0.99410059,56,2,1.285973947,3300,5,0,2,0,0
"50303",50303,0,0.000444432,65,0,0.00709563,6200,6,0,0,0,0
"113261",113261,0,0.329433661,31,0,0.616801438,2225,7,0,1,0,2
"113673",113673,1,0.485303882,48,0,0.747914318,4434,16,0,2,0,0
"12356",12356,0,0.04292695,74,0,1373,NA,8,0,3,0,0
"5206",5206,0,0.9999999,64,0,0,NA,9,0,0,0,0
"142458",142458,0,0.045316122,34,0,0.377511244,3334,6,0,1,0,1
"136343",136343,0,0.486612428,43,0,0.437166006,5800,8,0,1,0,2
"73685",73685,0,0.307907992,47,2,3430,NA,10,0,2,0,0
"36762",36762,0,0.158985547,35,0,0.183963207,5000,4,0,1,0,0
"22862",22862,0,0.009112756,56,0,0.079455663,6833,19,0,0,0,0
"124516",124516,0,0.881640073,43,0,0.028794241,5000,4,0,0,1,5
"57123",57123,0,0.95830417,43,0,0.111428571,3499,3,0,0,0,0
"8787",8787,0,0.114662001,56,0,0.530705513,3500,17,0,2,0,0
"68491",68491,0,0.840644919,56,3,1382,NA,4,1,0,0,0
"77359",77359,0,0.572460007,43,0,0.767297048,4335,12,0,3,0,0
"40732",40732,0,0.202177831,43,0,1.290609822,3705,17,0,2,0,3
"44091",44091,0,0.051675866,50,0,0.061903463,11000,7,0,0,0,5
"128670",128670,0,0.053589282,42,1,0.205948513,4000,6,0,2,0,1
"136838",136838,0,0.058148546,71,0,0.358714044,6500,7,0,2,0,0
"147094",147094,0,0.540087764,41,0,0.191084572,7200,3,0,0,0,0
"136855",136855,0,0.000229441,52,0,0.237339173,10958,11,0,2,0,2
"138495",138495,0,0.194309927,54,0,18,NA,4,0,0,0,0
"81654",81654,0,0.03053654,78,0,0.011358473,2200,5,0,0,0,0
"69104",69104,0,0.009006453,28,0,0.855635758,1800,6,0,2,0,0
"70260",70260,1,0.748652685,37,2,0.625495685,8573,12,0,2,0,0
"41564",41564,0,0.018943864,79,0,0.006869633,6404,8,0,0,0,0
"2950",2950,0,0.112585515,75,0,1215,0,3,0,1,0,1
"69848",69848,0,0,61,0,0.489056604,2649,11,0,1,0,1
"52550",52550,0,0.9999999,66,0,0.201216862,2300,3,0,0,0,0
"3442",3442,0,0.718032455,34,0,0.570440429,7083,9,0,2,0,2
"115987",115987,0,0,35,0,0.33406406,8210,7,0,1,0,1
"147574",147574,1,0.9999999,35,0,0.401357978,2650,5,0,1,0,0
"51353",51353,0,0.043363907,71,0,97,NA,11,0,0,0,0
"145832",145832,0,0.300719808,30,0,443,NA,5,0,0,0,0
"15908",15908,1,0.9999999,36,0,0,NA,0,0,0,0,0
"118408",118408,0,0.024674383,49,0,0.017028773,1702,3,0,0,0,0
"102467",102467,0,0.626163652,43,0,0.872971066,2833,13,0,0,0,0
"35021",35021,0,0.127627266,50,0,0.02059794,10000,5,0,0,0,1
"144641",144641,0,0.028036993,87,0,39,NA,3,0,0,0,0
"58001",58001,0,0.9999999,62,0,1176,NA,3,0,1,0,NA
"130026",130026,0,0.008860647,63,0,0.003775366,8475,7,0,0,0,0
"115450",115450,0,0.006202774,59,0,2453,NA,8,0,1,0,0
"138318",138318,1,1.032322559,72,3,0.303242886,7554,4,2,1,0,0
"66855",66855,0,0.425923104,64,0,1.040159232,8540,18,0,4,0,1
"41541",41541,0,0,36,0,0.063936879,7350,5,0,1,0,2
"136487",136487,0,0.443159803,44,0,0.324150189,4500,6,0,1,0,4
"110299",110299,1,0.744279049,44,2,0.579008074,2600,4,0,1,1,3
"55031",55031,0,0,88,0,119,NA,4,0,0,0,0
"109072",109072,0,0.036974595,31,0,0.243535246,5645,7,0,1,0,1
"99227",99227,0,0.02316847,64,0,0.043195675,17385,17,0,0,0,0
"26339",26339,0,0.047282919,34,0,2717,NA,12,0,2,0,0
"46064",46064,0,0.777688924,25,0,0.133333333,3569,5,0,0,0,4
"12716",12716,0,0.310341116,51,0,1.047877591,2025,8,0,1,0,0
"48638",48638,0,0.201836377,49,0,1.018851757,2333,23,0,1,0,0
"10019",10019,0,0.017802707,34,0,0.177188552,2375,5,0,0,0,0
"119905",119905,0,0.242703637,42,1,0.036493918,6000,11,0,0,0,0
"125681",125681,0,0.047413353,75,0,744,NA,11,0,0,0,0
"94121",94121,0,0.383679975,57,0,0.224430791,8300,7,0,1,1,2
"65270",65270,0,0.909813914,38,0,0.203145828,3750,5,0,0,0,0
"23752",23752,0,0.9999999,69,0,11,NA,0,0,0,0,0
"13824",13824,0,0.569592107,46,0,0.258195165,7900,11,0,0,0,0
"29813",29813,0,0.203996329,62,0,0.318370386,9400,12,0,1,0,1
"76700",76700,0,0.028754917,60,0,0.197020088,15033,3,0,1,0,0
"146646",146646,0,0.006793386,52,0,0.00139986,10000,5,0,0,0,2
"61568",61568,0,0.134765084,56,0,2095,NA,4,0,1,0,0
"111002",111002,1,0.937872733,51,0,0.634169338,10605,17,0,2,0,1
"56992",56992,0,0.006607714,65,1,0.234437125,33701,11,0,3,0,1
"146036",146036,0,0.038448472,52,0,0.530426398,9333,10,0,3,0,3
"74259",74259,0,0,36,0,0.460722302,4900,7,0,2,0,0
"116811",116811,0,0.009349533,58,0,0.501017355,8354,7,0,2,0,0
"17698",17698,0,0.903132568,31,0,0.161498505,6352,4,0,0,0,2
"133852",133852,0,0.348215324,38,0,0.257233592,2833,6,0,0,0,1
"113511",113511,0,0.095645218,53,0,0.003930763,14500,1,0,0,0,1
"66198",66198,0,0.007719175,85,0,0.003249188,4000,10,0,0,0,0
"27729",27729,0,0.214774334,57,0,0.425141147,14700,17,0,3,0,2
"117533",117533,0,0.415544196,42,0,1.343332833,6666,9,0,6,0,1
"8238",8238,0,0.026970658,77,0,28,NA,3,0,0,0,NA
"138121",138121,0,0.839276133,61,0,0.274021021,10750,9,0,2,0,1
"134813",134813,0,0.207442894,30,0,430,NA,5,0,0,0,0
"7195",7195,0,0.082694648,46,1,0.501527354,3600,13,0,1,0,1
"45484",45484,0,0.038389787,54,0,2122,NA,21,0,2,0,1
"18834",18834,0,0.06828812,70,0,2019,NA,7,0,1,0,NA
"76029",76029,0,0.224869375,45,0,0.117110361,8000,15,0,0,0,0
"140123",140123,1,0.694663167,40,0,0.357200452,6200,4,4,2,1,1
"33775",33775,0,0.9999999,68,0,52,NA,0,0,0,0,0
"65820",65820,0,0,24,0,0,NA,3,0,0,0,0
"90086",90086,1,0.961046096,32,6,0.548141645,3416,12,0,1,1,2
"40267",40267,0,0.336267683,41,0,0.585680751,4259,8,0,0,0,1
"13475",13475,0,0.680716868,64,0,0.327334533,5000,9,0,0,0,0
"61942",61942,0,0.21284005,76,0,0.299925019,4000,10,0,1,0,0
"98426",98426,0,0,78,0,0,NA,2,0,0,0,0
"97912",97912,0,0.464217915,30,0,0.187635394,6000,7,0,0,0,1
"48172",48172,0,0.048047323,59,0,1255,NA,9,0,2,0,0
"133240",133240,0,0.009917661,39,0,0.346985323,10083,6,0,2,0,0
"96367",96367,0,0.007689924,43,1,0.388558692,1345,5,0,1,0,0
"36567",36567,0,0,30,0,0.557476636,2139,4,0,1,0,1
"15498",15498,0,0.0026363,64,0,21,0,5,0,0,0,0
"68479",68479,0,0.015079147,78,0,0.253220697,4734,8,0,0,0,0
"32563",32563,0,0.226663103,53,0,0.334775087,5779,7,0,1,0,1
"63995",63995,0,0.066322944,57,0,0.328192962,5057,8,0,2,0,0
"104473",104473,0,0.164326396,55,1,0.431209401,13700,13,0,1,0,2
"39398",39398,1,0.898115988,48,0,0.475448335,4683,6,0,1,0,2
"87052",87052,0,0.89792023,29,0,0.449010198,3333,12,0,1,1,0
"84630",84630,0,0.10791217,65,0,0.132273707,3711,9,0,0,0,0
"31883",31883,0,0.444945005,59,0,0.404570723,11332,13,0,2,0,1
"99263",99263,0,0,53,1,0.205649529,12000,6,0,3,0,4
"63680",63680,0,0.557123952,27,0,448,NA,4,0,0,0,NA
"1200",1200,0,0.041084962,64,0,0.264227981,12000,8,0,1,0,0
"23362",23362,0,0.090878495,63,0,0.384783202,7333,18,0,1,0,0
"28073",28073,0,0.9999999,24,0,34,NA,0,0,0,0,0
"217",217,0,0.028113957,61,0,0.031349387,2200,12,0,0,0,0
"59789",59789,0,1.0019996,56,0,0.01071352,14000,2,1,0,0,0
"36205",36205,0,0.055917064,75,0,0.02054172,5500,9,0,0,0,0
"73972",73972,0,0.045168532,66,0,0.267238461,8860,13,0,3,0,0
"87525",87525,0,0.405025868,39,0,0.628711444,3468,10,0,1,0,2
"3971",3971,0,0.444631058,55,0,0.170782922,10000,12,0,0,0,7
"70546",70546,0,0.977991802,33,2,0.536200286,13300,15,0,1,0,0
"78248",78248,0,0.052764801,56,0,0.041040228,2460,9,0,0,0,1
"43390",43390,0,0.982304301,55,0,0.462553822,14166,13,0,2,0,3
"127660",127660,0,0.052975544,57,0,0.101059705,27082,9,0,1,0,2
"28854",28854,0,0.018584913,65,0,0.456108778,5000,9,0,1,0,0
"137299",137299,0,0.605219739,53,0,0.420686658,2300,6,0,1,0,0
"73121",73121,0,0.039450149,68,0,1.114732725,2300,10,1,1,0,0
"132972",132972,0,0.029137996,63,0,0.12805569,6176,13,0,1,0,0
"22012",22012,0,0.575356256,54,0,1026,NA,6,0,0,0,0
"14574",14574,1,0.88270391,60,0,0.417732986,8830,5,0,1,0,0
"140238",140238,0,0.738615425,50,0,0.259020192,6041,14,0,1,2,2
"90220",90220,0,0.426257194,45,0,0.370401139,8425,9,0,3,0,3
"77244",77244,0,0.012204793,72,0,0.441327539,2530,12,0,2,0,0
"31936",31936,0,0.687541639,62,0,0.024937656,1202,1,0,0,0,0
"85726",85726,0,0.23394099,39,0,0.329364566,7726,15,0,1,0,3
"79220",79220,0,0.025313662,67,0,0.114816218,7916,12,0,2,0,0
"92665",92665,0,0.061739545,62,0,0.08312488,5196,10,0,0,0,0
"96358",96358,0,0.784288628,51,0,0.360857344,8537,3,0,1,0,2
"137306",137306,0,0.9999999,42,0,0.707237557,4600,6,1,1,0,0
"142199",142199,0,0.041671676,59,0,0.261784615,8124,16,0,2,0,3
"36112",36112,0,0.133811291,39,2,0.449137716,4000,11,0,1,0,0
"86812",86812,0,0.183819335,40,0,0.197341702,5416,6,0,1,0,0
"142721",142721,0,0.498937633,32,2,0.448183939,3000,4,0,0,0,2
"100710",100710,0,0.029115968,55,0,0.297070293,10000,17,0,2,0,1
"43779",43779,0,2.461634591,50,0,3395,NA,11,0,1,0,0
"60361",60361,0,0.011643334,88,0,0.006797281,2500,9,0,0,0,0
"127300",127300,1,0.9999999,53,1,0.046651116,3000,0,1,0,0,3
"55075",55075,0,0.061546923,46,0,0.00833179,5400,1,0,0,0,2
"53202",53202,0,0.477335392,73,0,2267,NA,5,0,2,0,0
"140126",140126,0,0.470318521,79,2,0.219717853,6166,8,0,0,0,1
"138637",138637,0,0.044778143,75,0,0.067289323,4710,4,0,1,0,0
"69783",69783,0,0.009772994,77,0,0.002604688,4990,2,0,0,0,0
"68589",68589,0,0.015232826,57,0,4608,NA,8,0,2,0,0
"59948",59948,0,0.193169977,65,0,2759,NA,12,0,2,0,0
"19049",19049,0,0.01529284,65,0,25,NA,3,0,0,0,0
"139723",139723,0,0.439548764,40,0,545,1,6,0,0,0,3
"87733",87733,0,0.202159568,70,0,1125,NA,10,0,1,0,0
"57039",57039,0,0.001399907,47,0,0.076461769,2000,3,0,0,0,1
"4275",4275,0,0.042786573,71,0,0.200373367,6427,21,0,2,0,0
"138276",138276,1,1.016496243,48,2,3.274362819,666,4,0,1,0,3
"93222",93222,0,0.843857534,56,0,0.785506039,2400,4,0,1,0,2
"132645",132645,0,0.02644782,76,0,0.172807769,3500,11,0,0,0,0
"113420",113420,0,0.00839832,45,0,0.081723942,14083,6,0,0,0,1
"27276",27276,0,0.013204872,66,0,0.00739852,5000,11,0,0,0,0
"146034",146034,0,0.523619095,48,0,0.741935484,4246,4,0,1,0,2
"109081",109081,0,0.097511871,46,0,1589,NA,6,0,1,0,0
"31461",31461,0,0.384584617,44,0,0.348108649,6000,7,0,1,0,3
"6265",6265,0,0.808068388,39,0,0.328028825,6660,11,0,1,0,5
"96849",96849,0,0.483092668,55,1,0.40916338,11916,9,0,2,0,1
"111785",111785,1,0.696521391,26,2,0.475873544,600,5,0,0,0,0
"98395",98395,0,0.828782434,46,0,1695,NA,14,0,0,0,0
"130070",130070,0,1.095904096,36,0,0.616582684,2182,6,0,1,2,0
"18842",18842,0,0.162101134,65,0,0.043440857,131350,17,0,1,0,1
"64085",64085,0,0.052157176,38,0,0.31358885,6600,7,0,1,0,2
"22266",22266,0,0.542326071,42,0,0.472984749,4589,5,0,1,0,1
"121668",121668,1,0.99020098,36,0,0.042422511,7000,1,0,0,0,3
"36184",36184,0,0.701783224,45,0,0.435831549,7004,14,0,2,0,0
"55402",55402,0,0.052648155,58,0,0.196028631,8661,21,0,2,0,0
"75114",75114,0,0.594971221,48,0,58,NA,2,0,0,0,NA
"64268",64268,1,1.121681416,37,2,0.81669444,6600,7,2,2,2,1
"16213",16213,0,0.261342332,27,1,0.323214571,6258,6,0,2,0,0
"107380",107380,0,0.039781541,68,0,0.25938353,17583,12,0,2,0,0
"16547",16547,0,0.007138242,26,0,1.685897436,311,12,0,0,0,0
"15928",15928,1,0.9999999,24,0,0.023322228,2100,1,1,0,0,0
"117891",117891,0,0.271470344,73,1,0.387623257,2940,6,0,0,0,0
"25648",25648,0,0.506684521,61,0,1644,NA,10,0,0,0,NA
"63777",63777,0,0.261259118,64,0,0.466915459,6966,13,0,0,0,1
"29079",29079,0,0.066327851,51,0,0.262409828,14000,9,0,2,0,2
"145874",145874,0,0.007558656,62,0,0.349191784,14166,12,0,1,0,0
"24363",24363,0,0.169466724,54,0,0.309776207,11036,8,0,2,0,3
"123830",123830,0,0,58,0,444,NA,3,0,0,1,0
"123259",123259,0,0.299809673,40,0,0.585948158,1465,5,0,1,0,1
"120717",120717,0,0.154753525,40,1,0.459654035,10000,10,0,3,0,1
"64836",64836,0,0.415056629,29,2,0.34122288,2534,9,2,0,2,0
"119582",119582,0,0.141559916,62,0,0.301204819,5477,5,0,1,0,1
"96918",96918,0,0.381296952,51,0,0.551814933,5316,12,0,2,0,1
"147773",147773,0,0.066279676,79,0,0.456468674,4915,9,0,1,0,0
"2075",2075,0,0.9999999,78,0,6,NA,1,0,0,0,0
"27660",27660,0,0.022237566,59,0,2093,NA,8,0,1,0,NA
"86942",86942,1,0.922155689,59,2,1967,NA,5,2,1,1,0
"70096",70096,0,0.242124616,67,0,0.188229619,10364,7,0,1,0,0
"113568",113568,0,0,61,0,0.228954322,10595,12,0,2,0,2
"35952",35952,0,0.05125257,87,0,0.260467442,8000,13,0,4,0,1
"77952",77952,1,0.965771864,64,0,0.401617251,2967,6,0,1,0,0
"28434",28434,0,0.266511455,53,0,0.242702742,13600,14,0,1,0,4
"64016",64016,0,0.214315187,46,0,0.148914633,8890,7,0,1,0,3
"23090",23090,1,0.267710585,43,1,7357,NA,7,0,1,0,0
"49547",49547,0,0.458754125,26,0,0.475701194,3600,10,0,2,0,0
"69672",69672,0,0.140980033,43,0,0.487882653,3135,13,0,1,0,3
"109046",109046,0,0,76,0,482,NA,6,0,2,0,0
"24592",24592,0,0.09923221,54,0,2093,NA,6,0,1,0,0
"89701",89701,0,0.257300181,46,0,0.471921346,6000,12,0,1,0,1
"133651",133651,0,0.5100422,56,0,0.450759916,8092,15,0,4,0,0
"103636",103636,0,0.069469753,65,0,0.166164101,6300,9,0,2,0,0
"100664",100664,0,0.267406022,29,0,0.075741576,20833,10,0,2,0,0
"147716",147716,0,0.006305734,80,0,0.261873813,10000,7,0,1,0,0
"59820",59820,0,0.372262774,55,2,0.288806432,4850,10,0,1,0,0
"126811",126811,0,0.694596058,47,0,0.546363409,4000,4,0,1,0,0
"113877",113877,0,0.007556107,73,0,0.003747658,1600,3,0,0,0,0
"7170",7170,0,0.78719415,48,0,1.241094863,2666,4,0,1,0,0
"52861",52861,0,0.051223394,56,1,0.008331945,6000,7,0,0,0,0
"72543",72543,0,0.352786266,53,0,0.152384762,10000,6,0,2,0,0
"68382",68382,0,0.246970137,54,0,0.219700493,10750,19,0,3,0,0
"83949",83949,0,0.027261607,69,0,2969,NA,6,0,2,0,0
"40704",40704,0,0.131726547,48,0,0.338517942,9000,5,0,1,0,4
"22265",22265,0,0.242144533,29,0,1083,0,8,0,1,0,2
"97231",97231,0,0.933708027,56,2,0.28797954,1954,7,1,0,0,1
"143224",143224,0,0.96258674,49,0,0.633136988,6620,11,0,1,0,5
"145583",145583,0,0,52,3,619,NA,5,2,1,1,0
"5564",5564,1,0.209494224,25,0,0.326076439,6200,7,0,1,0,0
"126349",126349,1,1.383270911,53,0,0.391481649,2206,5,4,0,2,2
"29278",29278,0,0.191764601,71,1,0.242787775,3500,30,0,0,0,0
"104982",104982,0,0.026930249,36,0,0.113325464,14400,10,0,1,0,0
"47247",47247,0,0.625883294,37,2,0.559550562,5339,17,0,3,0,3
"148573",148573,0,0.036192761,26,0,5,NA,2,0,0,0,NA
"92261",92261,0,0.385887166,31,0,0.529165837,5022,8,0,3,0,1
"33921",33921,0,0.9999999,31,0,1.089273112,2833,9,0,1,0,0
"98776",98776,0,0.100551375,63,0,0.203275652,23750,14,0,2,0,1
"109990",109990,0,0.020804013,68,1,0.325945676,6000,14,0,4,0,1
"13885",13885,0,0,61,0,0.399928584,5600,5,0,3,0,0
"102516",102516,0,0.019627986,78,0,0.147608643,4118,7,0,0,0,0
"2801",2801,0,0.292743341,50,0,0.542091582,5000,7,0,2,0,1
"19439",19439,0,0,36,0,0.756659142,2214,7,0,1,0,0
"37358",37358,0,0.378965667,50,0,0.060949169,4150,7,1,0,0,0
"7070",7070,0,0.065398131,69,0,0.009545199,7123,4,0,0,0,0
"48286",48286,0,0.860627874,26,0,0.222511951,2300,4,0,0,0,1
"127759",127759,0,0.160974208,65,0,0.378990483,8300,13,0,3,0,0
"98005",98005,0,0.741606302,36,0,0.390621281,4200,14,0,0,0,0
"21410",21410,1,0.586565225,45,0,0.540204983,12000,11,0,2,0,0
"138913",138913,0,0.058182517,71,0,1430,NA,8,0,1,0,0
"106860",106860,0,0.048975512,28,0,0.617438692,1834,2,0,1,0,0
"148041",148041,0,0.063661265,30,0,0.290529695,9967,8,0,2,0,0
"22677",22677,0,0.038007918,63,0,0.361856907,13333,16,0,2,0,0
"33822",33822,1,0.507029494,55,0,1.162945685,3000,13,0,1,0,2
"98969",98969,0,0.165638837,56,0,0.387540775,12568,19,0,1,0,0
"135347",135347,0,0.85834552,48,1,2270,NA,10,0,1,0,NA
"125254",125254,0,0.047994929,73,0,0.016227658,4251,5,0,0,0,0
"3230",3230,0,0.99735559,25,0,0.276840165,7050,10,0,1,0,0
"18250",18250,0,0.026324342,77,0,0.088128186,10983,4,0,1,0,0
"79075",79075,0,0.017128262,62,0,0.536643899,5416,10,0,1,0,0
"81086",81086,0,0.550898204,23,0,8,NA,1,0,0,0,0
"141667",141667,0,0.099189718,74,0,1.336171788,2700,10,0,2,0,0
"3674",3674,0,0.9999999,54,0,0,NA,2,0,0,0,0
"94779",94779,0,0.360451164,53,0,0.017565562,8083,3,0,0,0,2
"3431",3431,0,0.432810804,55,1,0.274928751,60000,11,0,4,0,0
"72603",72603,0,0,63,0,229.1666667,5,5,0,1,0,0
"50465",50465,0,0.307817722,49,0,0.349853618,4781,8,0,2,0,2
"31576",31576,0,0.091381005,41,0,0.275484162,6660,13,0,2,0,0
"50784",50784,1,0.9999999,57,0,0,NA,0,0,0,0,0
"125612",125612,0,0.050022781,59,0,0.25659878,13600,12,0,2,0,1
"40097",40097,0,0.178723241,60,0,0.909318101,2800,19,0,1,0,0
"66692",66692,0,0.568119323,55,0,0.517622304,1900,9,0,2,0,0
"5790",5790,0,0.059715375,75,0,0.115288471,10000,7,0,1,0,1
"12418",12418,0,0.480681719,45,0,0.44490064,6088,13,0,2,0,1
"4611",4611,0,0.007186319,50,0,975,NA,10,0,1,0,0
"111918",111918,0,0.041505599,51,0,0.409391808,4833,11,0,1,0,2
"135125",135125,0,0.16732863,47,0,1978,NA,5,0,1,0,0
"72084",72084,0,0.070140186,59,0,3108,NA,7,0,2,0,NA
"32357",32357,0,0.344164636,42,0,0.192651908,6368,4,0,1,0,3
"13137",13137,0,0.175552192,42,1,5705,NA,7,0,2,0,0
"144598",144598,0,0.069919213,35,0,0.336766323,10000,12,0,2,0,2
"94061",94061,0,0.007107016,81,0,0.139048495,4350,5,0,0,0,0
"115282",115282,0,0.125585394,48,0,0.248556541,7100,13,0,2,0,1
"24103",24103,0,0.001374983,68,0,799,NA,14,0,1,0,0
"14541",14541,0,0.061261589,28,0,0.079912558,4116,5,0,0,0,0
"88166",88166,0,0.14782554,65,0,3478,NA,11,0,3,0,0
"484",484,0,0.045017363,72,0,0.020763907,3900,8,0,0,0,0
"120753",120753,1,0.031984273,35,0,0.865927419,6943,19,0,9,0,0
"97612",97612,1,0.510575567,32,3,0.256619145,1963,3,0,0,2,2
"98554",98554,0,0.028987217,58,0,0.007220217,3600,7,0,0,0,2
"135454",135454,0,0,27,0,0.397200933,3000,7,0,1,0,0
"79432",79432,1,0.9999999,57,1,0.038568257,3603,3,0,0,0,1
"135823",135823,0,0.311899372,47,0,0.402479669,7500,8,0,1,0,2
"10682",10682,0,0.504161642,52,1,0.741303479,2500,8,0,0,0,5
"117805",117805,0,0.526588492,50,1,0.186512283,6390,7,0,1,0,2
"21600",21600,0,0.458394178,63,0,0.604521391,6988,14,0,1,0,0
"87327",87327,0,0.80730897,36,8,1.101147471,2352,14,1,1,1,1
"58746",58746,0,0.032364949,48,0,0.304861427,2200,7,0,1,0,1
"78572",78572,0,0.9999999,44,0,871,0,4,0,1,0,0
"3812",3812,0,0.502497502,31,0,0.422315537,3333,10,0,1,0,0
"143889",143889,0,0.012913917,50,0,0.137160032,13640,7,0,3,0,0
"89782",89782,0,0.515532362,46,0,1.246910498,8010,16,0,4,0,4
"63298",63298,0,0,47,0,0.24221651,3500,10,0,1,0,0
"138418",138418,0,0.9999999,55,0,602,NA,1,6,0,1,0
"3977",3977,0,0.99856528,43,0,2.744989634,1446,6,0,1,0,2
"110048",110048,0,0.342562683,42,0,0.225583184,3900,10,0,1,0,1
"54896",54896,0,0.155471113,63,0,0.341701989,9200,11,0,2,0,1
"6838",6838,1,0.9999999,25,2,0.081643988,3600,1,0,0,0,1
"125719",125719,0,12369,40,2,0.134352002,30300,5,0,1,0,0
"130222",130222,0,0,83,0,0.211723192,5100,10,0,1,0,0
"43236",43236,0,0.03796293,69,0,0.099864525,5166,2,0,0,0,0
"70466",70466,0,0.908134429,55,0,711,NA,16,0,0,0,0
"100685",100685,0,0.909304535,46,0,0.334773218,8333,5,0,2,0,4
"139281",139281,1,0.68301716,59,0,1.627180422,3840,9,0,4,0,0
"99949",99949,0,0.080894814,33,0,0.138413686,4500,7,0,0,0,2
"129405",129405,0,0.9999999,50,0,514,NA,1,0,0,0,0
"741",741,0,0.061214562,35,0,0.453692681,21000,7,0,2,0,0
"40364",40364,0,0.057351139,61,1,0.200799645,2250,5,0,0,0,0
"134628",134628,0,0.636938676,43,1,0.220082988,6024,5,0,0,0,0
"51972",51972,0,0.003895236,60,0,0.378512397,3024,13,0,1,0,0
